C1_P01_N1_S2_1.JPG,1008,1552,1260,1928,0
C1_P01_N1_S2_1.JPG,1028,928,1280,1304,0
C1_P01_N1_S2_1.JPG,24,872,268,1264,0
C1_P01_N1_S2_1.JPG,280,1568,532,1944,0
C1_P01_N1_S2_1.JPG,292,872,544,1248,0
C1_P01_N1_S2_1.JPG,40,1560,292,1936,0
C1_P01_N1_S2_1.JPG,528,900,780,1276,0
C1_P01_N1_S2_1.JPG,536,1556,788,1932,0
C1_P01_N1_S2_1.JPG,768,1564,1020,1940,0
C1_P01_N1_S2_1.JPG,780,908,1032,1284,0
C1_P01_N1_S2_2.JPG,1372,1556,1872,2304,0
C1_P01_N1_S2_2.JPG,1392,256,1892,1004,0
C1_P01_N1_S2_2.JPG,1840,1568,2340,2316,0
C1_P01_N1_S2_2.JPG,1868,260,2368,1008,0
C1_P01_N1_S2_2.JPG,2280,1552,2780,2300,0
C1_P01_N1_S2_2.JPG,2372,272,2872,1020,0
C1_P01_N1_S2_2.JPG,348,196,848,944,0
C1_P01_N1_S2_2.JPG,416,1572,916,2320,0
C1_P01_N1_S2_2.JPG,864,236,1364,984,0
C1_P01_N1_S2_2.JPG,896,1560,1396,2308,0
C1_P01_N1_S3_1.JPG,1012,1808,1288,2256,0
C1_P01_N1_S3_1.JPG,1268,292,1544,740,0
C1_P01_N1_S3_1.JPG,1284,1068,1560,1516,0
C1_P01_N1_S3_1.JPG,1552,1068,1828,1516,0
C1_P01_N1_S3_1.JPG,1580,308,1856,756,0
C1_P01_N1_S3_1.JPG,1812,1844,2088,2292,0
C1_P01_N1_S3_1.JPG,1824,1068,2100,1516,0
C1_P01_N1_S3_1.JPG,1884,296,2160,744,0
C1_P01_N1_S3_1.JPG,688,264,964,712,0
C1_P01_N1_S3_1.JPG,728,1048,1004,1496,0
C1_P01_N1_S3_1.JPG,740,1788,1016,2236,0
C1_P01_N1_S3_1.JPG,992,284,1268,732,0
C1_P01_N1_S3_1.JPG,996,1060,1272,1508,0
C1_P01_N1_S3_1.JPG,1276,1828,1552,2276,1
C1_P01_N1_S3_1.JPG,1548,1836,1824,2284,1
C1_P01_N1_S3_2.JPG,1236,812,1504,1216,0
C1_P01_N1_S3_2.JPG,1240,96,1508,500,0
C1_P01_N1_S3_2.JPG,1468,1460,1736,1864,0
C1_P01_N1_S3_2.JPG,1484,804,1752,1208,0
C1_P01_N1_S3_2.JPG,1492,104,1760,508,0
C1_P01_N1_S3_2.JPG,452,56,720,460,0
C1_P01_N1_S3_2.JPG,484,772,752,1176,0
C1_P01_N1_S3_2.JPG,504,1424,772,1828,0
C1_P01_N1_S3_2.JPG,736,72,1004,476,0
C1_P01_N1_S3_2.JPG,740,796,1008,1200,0
C1_P01_N1_S3_2.JPG,772,1432,1040,1836,0
C1_P01_N1_S3_2.JPG,980,84,1248,488,0
C1_P01_N1_S3_2.JPG,984,804,1252,1208,0
C1_P01_N1_S3_2.JPG,1004,1448,1272,1852,1
C1_P01_N1_S3_2.JPG,1228,1452,1496,1856,1
C1_P01_N1_S5_1.JPG,1036,2096,1256,2408,0
C1_P01_N1_S5_1.JPG,1052,32,1272,336,0
C1_P01_N1_S5_1.JPG,1068,576,1260,856,0
C1_P01_N1_S5_1.JPG,1252,1116,1460,1424,0
C1_P01_N1_S5_1.JPG,1252,2076,1472,2388,0
C1_P01_N1_S5_1.JPG,1260,584,1452,864,0
C1_P01_N1_S5_1.JPG,1272,52,1448,348,0
C1_P01_N1_S5_1.JPG,456,4,676,308,0
C1_P01_N1_S5_1.JPG,464,1056,672,1396,0
C1_P01_N1_S5_1.JPG,464,2116,664,2428,0
C1_P01_N1_S5_1.JPG,468,544,672,840,0
C1_P01_N1_S5_1.JPG,480,1580,688,1912,0
C1_P01_N1_S5_1.JPG,652,2104,852,2436,0
C1_P01_N1_S5_1.JPG,656,8,876,312,0
C1_P01_N1_S5_1.JPG,672,1584,880,1916,0
C1_P01_N1_S5_1.JPG,676,556,868,836,0
C1_P01_N1_S5_1.JPG,684,1100,892,1408,0
C1_P01_N1_S5_1.JPG,840,2120,1040,2432,0
C1_P01_N1_S5_1.JPG,864,24,1084,328,0
C1_P01_N1_S5_1.JPG,884,564,1076,844,0
C1_P01_N1_S5_1.JPG,1068,1108,1276,1416,1
C1_P01_N1_S5_1.JPG,876,1108,1084,1416,1
C1_P01_N1_S5_1.JPG,1060,1612,1260,1928,4
C1_P01_N1_S5_1.JPG,1252,1596,1452,1912,4
C1_P01_N1_S5_1.JPG,868,1612,1068,1928,4
C1_P01_N2_S2_1.JPG,1028,20,1488,740,0
C1_P01_N2_S2_1.JPG,1080,1296,1540,1972,0
C1_P01_N2_S2_1.JPG,1492,40,1952,760,0
C1_P01_N2_S2_1.JPG,1940,60,2400,780,0
C1_P01_N2_S2_1.JPG,2328,1348,2788,2024,0
C1_P01_N2_S2_1.JPG,2388,76,2848,796,0
C1_P01_N2_S2_1.JPG,564,12,1024,732,0
C1_P01_N2_S2_1.JPG,592,1200,1052,1972,0
C1_P01_N2_S2_1.JPG,1484,1308,1944,1984,1
C1_P01_N2_S2_1.JPG,1908,1316,2368,1992,1
C1_P01_N2_S3_1.JPG,1276,180,1588,672,0
C1_P01_N2_S3_1.JPG,1592,188,1904,680,0
C1_P01_N2_S3_1.JPG,1860,1092,2172,1588,0
C1_P01_N2_S3_1.JPG,1920,200,2232,692,0
C1_P01_N2_S3_1.JPG,632,144,944,636,0
C1_P01_N2_S3_1.JPG,648,976,960,1508,0
C1_P01_N2_S3_1.JPG,672,1772,984,2268,0
C1_P01_N2_S3_1.JPG,944,1788,1256,2284,0
C1_P01_N2_S3_1.JPG,960,152,1272,644,0
C1_P01_N2_S3_1.JPG,980,1048,1292,1544,0
C1_P01_N2_S3_1.JPG,1264,1056,1576,1552,1
C1_P01_N2_S3_1.JPG,1560,1068,1872,1564,1
C1_P01_N2_S3_1.JPG,1228,1836,1540,2332,4
C1_P01_N2_S3_1.JPG,1508,1848,1820,2344,4
C1_P01_N2_S3_1.JPG,1816,1864,2128,2360,4
C1_P01_N2_S4_1.JPG,1132,104,1392,508,0
C1_P01_N2_S4_1.JPG,1132,1968,1380,2332,0
C1_P01_N2_S4_1.JPG,1380,104,1640,508,0
C1_P01_N2_S4_1.JPG,1384,816,1644,1220,0
C1_P01_N2_S4_1.JPG,1392,1972,1640,2336,0
C1_P01_N2_S4_1.JPG,356,60,616,464,0
C1_P01_N2_S4_1.JPG,404,724,664,1164,0
C1_P01_N2_S4_1.JPG,456,1372,716,1776,0
C1_P01_N2_S4_1.JPG,484,1956,712,2332,0
C1_P01_N2_S4_1.JPG,624,84,884,488,0
C1_P01_N2_S4_1.JPG,664,744,924,1184,0
C1_P01_N2_S4_1.JPG,684,1372,944,1776,0
C1_P01_N2_S4_1.JPG,708,1960,936,2336,0
C1_P01_N2_S4_1.JPG,880,100,1140,504,0
C1_P01_N2_S4_1.JPG,920,1996,1148,2332,0
C1_P01_N2_S4_1.JPG,1140,820,1400,1224,1
C1_P01_N2_S4_1.JPG,912,752,1172,1192,1
C1_P01_N2_S4_1.JPG,1152,1432,1368,1788,4
C1_P01_N2_S4_1.JPG,1384,1440,1600,1796,4
C1_P01_N2_S4_1.JPG,924,1428,1140,1784,4
C1_P01_N3_S2_1.JPG,1064,1344,1472,2044,0
C1_P01_N3_S2_1.JPG,1080,200,1524,912,0
C1_P01_N3_S2_1.JPG,2448,260,2856,960,0
C1_P01_N3_S2_1.JPG,596,52,1040,872,0
C1_P01_N3_S2_1.JPG,656,1316,1064,2016,0
C1_P01_N3_S2_1.JPG,1556,216,1964,916,1
C1_P01_N3_S2_1.JPG,2004,240,2412,940,1
C1_P01_N3_S2_1.JPG,1484,1408,1892,2048,4
C1_P01_N3_S2_1.JPG,1908,1448,2284,2076,4
C1_P01_N3_S2_1.JPG,2364,1464,2740,2092,4
C1_P01_N3_S3_1.JPG,1264,1892,1536,2284,0
C1_P01_N3_S3_1.JPG,1544,1872,1816,2296,0
C1_P01_N3_S3_1.JPG,1852,1896,2152,2320,0
C1_P01_N3_S3_1.JPG,1884,336,2208,828,0
C1_P01_N3_S3_1.JPG,652,236,976,792,0
